epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.05976514145731926,0.08810752630233765,0.24446910619735718,0.004309266805648804,0.05084646865725517,0.0656450092792511
1,0.004404439125210047,0.0450095608830452,0.06636594980955124,0.0026401570066809654,0.027215896174311638,0.051382459700107574
2,0.004192981403321028,0.043902888894081116,0.06475323438644409,0.0027523634489625692,0.03193114697933197,0.052462972700595856
3,0.0038309048395603895,0.04109210893511772,0.06189430505037308,0.002745951060205698,0.028290925547480583,0.0524018220603466
4,0.0037777891848236322,0.041082680225372314,0.061463721096515656,0.0026388652622699738,0.02864466793835163,0.051369886845350266
5,0.0034610505681484938,0.03806403651833534,0.05883069336414337,0.003037522779777646,0.039589449763298035,0.05511372536420822
6,0.0034465889912098646,0.037863899022340775,0.05870765820145607,0.003725135000422597,0.042361482977867126,0.061033882200717926
7,0.003178536193445325,0.03533425182104111,0.05637850984930992,0.004491041414439678,0.049377452582120895,0.06701523065567017
8,0.003160912310704589,0.035166431218385696,0.056221991777420044,0.0025271810591220856,0.027727900072932243,0.05027107521891594
9,0.003093414008617401,0.034070588648319244,0.055618468672037125,0.003961633890867233,0.048042457550764084,0.06294151395559311
10,0.0030924780294299126,0.0338628850877285,0.0556100532412529,0.00252723740413785,0.025288235396146774,0.05027163773775101
11,0.003014757065102458,0.03296389430761337,0.054906804114580154,0.002536684274673462,0.029640506953001022,0.05036550760269165
12,0.002929386915639043,0.032114315778017044,0.054123811423778534,0.002834560349583626,0.030272597447037697,0.053240589797496796
13,0.002860692096874118,0.031165506690740585,0.0534854382276535,0.0025041629560291767,0.032783545553684235,0.05004161223769188
14,0.0028308560140430927,0.03084835596382618,0.053205788135528564,0.002154690446332097,0.02332707680761814,0.04641864448785782
15,0.0027382858097553253,0.029549110680818558,0.05232863128185272,0.00238468823954463,0.02954396791756153,0.048833269625902176
16,0.002746632555499673,0.029721032828092575,0.05240832641720772,0.0026961765252053738,0.0281573086977005,0.05192472040653229
17,0.002653597854077816,0.028600865975022316,0.05151308327913284,0.0021058693528175354,0.021753685548901558,0.045889753848314285
18,0.002632005838677287,0.02812555618584156,0.05130307748913765,0.0023934177588671446,0.026082396507263184,0.048922568559646606
19,0.002627910114824772,0.02795833721756935,0.051263146102428436,0.002271785633638501,0.022383881732821465,0.04766325280070305
20,0.0025894020218402147,0.027330275624990463,0.05088616907596588,0.002504453994333744,0.023859309032559395,0.05004452168941498
21,0.002600886160507798,0.027327263727784157,0.050998885184526443,0.0021077776327729225,0.024272002279758453,0.0459105409681797
22,0.002571640769019723,0.026995373889803886,0.05071134865283966,0.0023038131184875965,0.026993293315172195,0.04799805209040642
23,0.0025340882129967213,0.026595761999487877,0.050339728593826294,0.0024122612085193396,0.0261567123234272,0.04911477491259575
24,0.0025370460934937,0.026681389659643173,0.05036909878253937,0.002315129851922393,0.022039050236344337,0.048115797340869904
25,0.002502929652109742,0.02626032941043377,0.05002928897738457,0.002112795365974307,0.022022901102900505,0.045965153723955154
26,0.0024882578290998936,0.026180556043982506,0.0498824417591095,0.0020797953475266695,0.023530131205916405,0.04560477286577225
27,0.0024984132032841444,0.026135379448533058,0.04998413100838661,0.0020893195178359747,0.021777650341391563,0.045709073543548584
28,0.002495225751772523,0.026057839393615723,0.04995223507285118,0.002123212907463312,0.022811321541666985,0.046078335493803024
29,0.0024721724912524223,0.02597576007246971,0.049720946699380875,0.0020488561131060123,0.02468467690050602,0.045264292508363724
30,0.0024684607051312923,0.02577812410891056,0.04968360438942909,0.00205507455393672,0.021660560742020607,0.045332930982112885
31,0.002467779442667961,0.0257071852684021,0.04967674985527992,0.002009990392252803,0.021142402663826942,0.04483291506767273
32,0.002451897831633687,0.025445470586419106,0.04951664060354233,0.0020987961906939745,0.022391872480511665,0.04581262171268463
33,0.0024409585166722536,0.025616111233830452,0.049406059086322784,0.0020458074286580086,0.021970471367239952,0.045230600982904434
34,0.00242602382786572,0.025148728862404823,0.049254681915044785,0.0020859260112047195,0.022215912118554115,0.045671939849853516
35,0.0024062064476311207,0.025138631463050842,0.04905309900641441,0.0020417822524905205,0.021553855389356613,0.045186083763837814
36,0.0023941518738865852,0.025048743933439255,0.04893007129430771,0.002028913702815771,0.022335702553391457,0.0450434647500515
37,0.0024054907262325287,0.02503102831542492,0.04904580116271973,0.0020430628210306168,0.021045740693807602,0.045200251042842865
38,0.00241167307831347,0.024948814883828163,0.04910878837108612,0.0021718135103583336,0.022349966689944267,0.04660271853208542
39,0.0023965900763869286,0.024847188964486122,0.048954978585243225,0.0020275204442441463,0.02182561531662941,0.045027997344732285
40,0.002382945269346237,0.024759827181696892,0.048815421760082245,0.0020251134410500526,0.02356697991490364,0.04500126093626022
41,0.0023727002553641796,0.02459968440234661,0.04871037229895592,0.0020220093429088593,0.021472951397299767,0.04496675729751587
