epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
0,0.06266389042139053,0.09117794781923294,0.25032755732536316,0.003999353386461735,0.03715207055211067,0.06324043869972229
1,0.00444086454808712,0.0454215481877327,0.06663981080055237,0.002701026387512684,0.029313722625374794,0.051971398293972015
2,0.004150651395320892,0.043668102473020554,0.06442555040121078,0.002658130368217826,0.036405790597200394,0.051557060331106186
3,0.004038872197270393,0.042900703847408295,0.0635521188378334,0.007266947999596596,0.07490184158086777,0.08524639904499054
4,0.003764029359444976,0.04050267115235329,0.06135168671607971,0.002690168796107173,0.03325103968381882,0.051866836845874786
5,0.0035399426706135273,0.038454897701740265,0.0594974160194397,0.002710856730118394,0.029692241922020912,0.0520658865571022
6,0.003391536185517907,0.03708181157708168,0.058236896991729736,0.0021682176738977432,0.024350138381123543,0.04656412452459335
7,0.0032009801361709833,0.03482091426849365,0.056577205657958984,0.002597271930426359,0.031678251922130585,0.05096343904733658
8,0.0031825480982661247,0.035074155777692795,0.056414078921079636,0.0021462365984916687,0.023607363924384117,0.04632749408483505
9,0.0030885643791407347,0.033671122044324875,0.05557485297322273,0.0039053596556186676,0.039346158504486084,0.06249287724494934
10,0.0029586495365947485,0.03226150944828987,0.054393470287323,0.004238704219460487,0.04915211722254753,0.06510533392429352
11,0.002939623547717929,0.03227247670292854,0.05421829596161842,0.0023840407375246286,0.02663257159292698,0.048826638609170914
12,0.002888405229896307,0.031382326036691666,0.0537438839673996,0.0027019206900149584,0.034865736961364746,0.05198000371456146
13,0.0028135753236711025,0.03062635473906994,0.053043145686388016,0.002253495855256915,0.02503352053463459,0.047471001744270325
14,0.0027534884866327047,0.029961029067635536,0.05247369408607483,0.0022375367116183043,0.025036759674549103,0.04730260744690895
15,0.0027245529927313328,0.029426848515868187,0.052197251468896866,0.002106797182932496,0.02164515107870102,0.04589986056089401
16,0.0026597240939736366,0.028809014707803726,0.051572512835264206,0.0022218560334295034,0.02266288548707962,0.047136567533016205
17,0.002646750072017312,0.02836470864713192,0.0514465756714344,0.0025578634813427925,0.026710819453001022,0.05057532340288162
18,0.002618289552628994,0.027659349143505096,0.051169224083423615,0.002129229949787259,0.021602407097816467,0.046143580228090286
19,0.00258724857121706,0.0273639727383852,0.05086500197649002,0.0023091682232916355,0.023533931002020836,0.0480538047850132
