epoch,loss,mae,rmse,val_loss,val_mae,val_rmse
20,0.002545612631365657,0.026868488639593124,0.05045406520366669,0.0021896702237427235,0.021333865821361542,0.04679391160607338
21,0.0025370048824697733,0.026712974533438683,0.05036868900060654,0.002093841088935733,0.02117595076560974,0.045758508145809174
22,0.002517158165574074,0.026558227837085724,0.05017128959298134,0.0022005466744303703,0.023566437885165215,0.046909984201192856
23,0.0025317450053989887,0.026775937527418137,0.050316449254751205,0.0020657931454479694,0.021152259781956673,0.04545099660754204
24,0.002514073858037591,0.02642281912267208,0.050140541046857834,0.0021487860940396786,0.02165510505437851,0.046355001628398895
25,0.0024825427681207657,0.026168562471866608,0.049825120717287064,0.0020156651735305786,0.021206015720963478,0.04489615932106972
26,0.0024645840749144554,0.026055576279759407,0.049644578248262405,0.002123744459822774,0.023898260667920113,0.04608410224318504
27,0.0024660408962517977,0.0258161798119545,0.04965924844145775,0.002305338392034173,0.023676594719290733,0.04801394045352936
28,0.00244007701985538,0.025504061952233315,0.04939713701605797,0.0021171532571315765,0.021575793623924255,0.04601253196597099
29,0.0024785702116787434,0.026021156460046768,0.04978524148464203,0.0020685449708253145,0.020463842898607254,0.04548126086592674
30,0.002434030408039689,0.025679422542452812,0.049335893243551254,0.002292823977768421,0.02365047112107277,0.04788343980908394
31,0.0024585796054452658,0.02559892274439335,0.04958406463265419,0.002148247556760907,0.02103819139301777,0.046349190175533295
32,0.002439982257783413,0.025522999465465546,0.049396175891160965,0.002107052830979228,0.020964326336979866,0.045902643352746964
33,0.002429225714877248,0.025404661893844604,0.04928717762231827,0.002133520320057869,0.02243664301931858,0.046190045773983
34,0.0024103859905153513,0.02508036233484745,0.04909568279981613,0.002008821116760373,0.020331909880042076,0.044819872826337814
35,0.002408699132502079,0.02518385834991932,0.04907849803566933,0.002051571849733591,0.02250881865620613,0.04529428109526634
36,0.0023909134324640036,0.024927090853452682,0.048896968364715576,0.002127846935763955,0.021919317543506622,0.046128589659929276
37,0.0024122935719788074,0.025160619989037514,0.04911510646343231,0.0020221194718033075,0.022056713700294495,0.04496798291802406
38,0.002379611600190401,0.024688545614480972,0.04878126457333565,0.0021002148278057575,0.02486843802034855,0.04582810029387474
39,0.0023890205193310976,0.02479749545454979,0.04887760803103447,0.0020148861221969128,0.020318888127803802,0.0448874831199646
40,0.0023592598736286163,0.024627050384879112,0.04857221245765686,0.002121154684573412,0.022713100537657738,0.04605599492788315
41,0.00236108829267323,0.02473272569477558,0.04859103262424469,0.002297493629157543,0.023563366383314133,0.047932177782058716
42,0.002363569336012006,0.024654032662510872,0.04861655458807945,0.0019979369826614857,0.020792419090867043,0.044698286801576614
43,0.002342705614864826,0.024449853226542473,0.04840150475502014,0.0020469333976507187,0.02204185351729393,0.045243047177791595
44,0.0023446453269571066,0.024288825690746307,0.04842153936624527,0.002024190267547965,0.021352645009756088,0.04499100148677826
45,0.0023378892801702023,0.024325888603925705,0.048351723700761795,0.002034630859270692,0.020207341760396957,0.045106884092092514
46,0.0023542658891528845,0.02458553947508335,0.048520777374506,0.002651373390108347,0.028280893340706825,0.05149148777127266
47,0.002350675640627742,0.024363627657294273,0.04848376661539078,0.0020435720216482878,0.02045159414410591,0.04520588368177414
48,0.00233206688426435,0.02422928623855114,0.04829147830605507,0.0021639857441186905,0.023932253941893578,0.046518661081790924
49,0.0023438113275915384,0.024312704801559448,0.048412926495075226,0.00198534457013011,0.021147875115275383,0.04455720633268356
